TITLE="out"
VARIABLES = "X", "Y", "Z", "T"
ZONE T = "0", I=27, J=27, K=27, F=POINT
    1.15385e-01    1.00000e+00    4.61538e-01    0.00000e+00
    1.53846e-01    1.00000e+00    4.61538e-01    0.00000e+00
    1.92308e-01    1.00000e+00    4.61538e-01    0.00000e+00
    2.30769e-01    1.00000e+00    4.61538e-01    0.00000e+00
    2.69231e-01    1.00000e+00    4.61538e-01    0.00000e+00
    3.07692e-01    1.00000e+00    4.61538e-01    0.00000e+00
    3.46154e-01    1.00000e+00    4.61538e-01    0.00000e+00
    3.84615e-01    1.00000e+00    4.61538e-01    0.00000e+00
    4.23077e-01    1.00000e+00    4.61538e-01    0.00000e+00
    4.61538e-01    1.00000e+00    4.61538e-01    0.00000e+00
    5.00000e-01    1.00000e+00    4.61538e-01    0.00000e+00
    5.38462e-01    1.00000e+00    4.61538e-01    0.00000e+00
    5.76923e-01    1.00000e+00    4.61538e-01    0.00000e+00
    6.15385e-01    1.00000e+00    4.61538e-01    0.00000e+00
    6.53846e-01    1.00000e+00    4.61538e-01    0.00000e+00
    6.92308e-01    1.00000e+00    4.61538e-01    0.00000e+00
    7.30769e-01    1.00000e+00    4.61538e-01    0.00000e+00
    7.69231e-01    1.00000e+00    4.61538e-01    0.00000e+00
    8.07692e-01    1.00000e+00    4.61538e-01    0.00000e+00
    8.46154e-01    1.00000e+00    4.61538e-01    0.00000e+00
    8.84615e-01    1.00000e+00    4.61538e-01    0.00000e+00
    9.23077e-01    1.00000e+00    4.61538e-01    0.00000e+00
    9.61538e-01    1.00000e+00    4.61538e-01    0.00000e+00
    1.00000e+00    1.00000e+00    4.61538e-01    0.00000e+00
    0.00000e+00    0.00000e+00    5.00000e-01    0.00000e+00
    3.84615e-02    0.00000e+00    5.00000e-01    0.00000e+00
    7.69231e-02    0.00000e+00    5.00000e-01    0.00000e+00
    1.15385e-01    0.00000e+00    5.00000e-01    0.00000e+00
    1.53846e-01    0.00000e+00    5.00000e-01    0.00000e+00
    1.92308e-01    0.00000e+00    5.00000e-01    0.00000e+00
    2.30769e-01    0.00000e+00    5.00000e-01    0.00000e+00
    2.69231e-01    0.00000e+00    5.00000e-01    0.00000e+00
    3.07692e-01    0.00000e+00    5.00000e-01    0.00000e+00
    3.46154e-01    0.00000e+00    5.00000e-01    0.00000e+00
    3.84615e-01    0.00000e+00    5.00000e-01    0.00000e+00
    4.23077e-01    0.00000e+00    5.00000e-01    0.00000e+00
    4.61538e-01    0.00000e+00    5.00000e-01    0.00000e+00
    5.00000e-01    0.00000e+00    5.00000e-01    0.00000e+00
    5.38462e-01    0.00000e+00    5.00000e-01    0.00000e+00
    5.76923e-01    0.00000e+00    5.00000e-01    0.00000e+00
    6.15385e-01    0.00000e+00    5.00000e-01    0.00000e+00
    6.53846e-01    0.00000e+00    5.00000e-01    0.00000e+00
    6.92308e-01    0.00000e+00    5.00000e-01    0.00000e+00
    7.30769e-01    0.00000e+00    5.00000e-01    0.00000e+00
    7.69231e-01    0.00000e+00    5.00000e-01    0.00000e+00
    8.07692e-01    0.00000e+00    5.00000e-01    0.00000e+00
    8.46154e-01    0.00000e+00    5.00000e-01    0.00000e+00
    8.84615e-01    0.00000e+00    5.00000e-01    0.00000e+00
    9.23077e-01    0.00000e+00    5.00000e-01    0.00000e+00
    9.61538e-01    0.00000e+00    5.00000e-01    0.00000e+00
    1.00000e+00    0.00000e+00    5.00000e-01    0.00000e+00
    0.00000e+00    3.84615e-02    5.00000e-01    0.00000e+00
    3.84615e-02    3.84615e-02    5.00000e-01    0.00000e+00
    7.69231e-02    3.84615e-02    5.00000e-01    0.00000e+00
    1.15385e-01    3.84615e-02    5.00000e-01    0.00000e+00
    1.53846e-01    3.84615e-02    5.00000e-01    0.00000e+00
    1.92308e-01    3.84615e-02    5.00000e-01    0.00000e+00
    2.30769e-01    3.84615e-02    5.00000e-01    0.00000e+00
    2.69231e-01    3.84615e-02    5.00000e-01    0.00000e+00
    3.07692e-01    3.84615e-02    5.00000e-01    0.00000e+00
    3.46154e-01    3.84615e-02    5.00000e-01    0.00000e+00
    3.84615e-01    3.84615e-02    5.00000e-01    0.00000e+00
    4.23077e-01    3.84615e-02    5.00000e-01    0.00000e+00
    4.61538e-01    3.84615e-02    5.00000e-01    0.00000e+00
    5.00000e-01    3.84615e-02    5.00000e-01    0.00000e+00
    5.38462e-01    3.84615e-02    5.00000e-01    0.00000e+00
    5.76923e-01    3.84615e-02    5.00000e-01    0.00000e+00
    6.15385e-01    3.84615e-02    5.00000e-01    0.00000e+00
    6.53846e-01    3.84615e-02    5.00000e-01    0.00000e+00
    6.92308e-01    3.84615e-02    5.00000e-01    0.00000e+00
    7.30769e-01    3.84615e-02    5.00000e-01    0.00000e+00
    7.69231e-01    3.84615e-02    5.00000e-01    0.00000e+00
    8.07692e-01    3.84615e-02    5.00000e-01    0.00000e+00
    8.46154e-01    3.84615e-02    5.00000e-01    0.00000e+00
    8.84615e-01    3.84615e-02    5.00000e-01    0.00000e+00
    9.23077e-01    3.84615e-02    5.00000e-01    0.00000e+00
    9.61538e-01    3.84615e-02    5.00000e-01    0.00000e+00
    1.00000e+00    3.84615e-02    5.00000e-01    0.00000e+00
    0.00000e+00    7.69231e-02    5.00000e-01    0.00000e+00
    3.84615e-02    7.69231e-02    5.00000e-01    0.00000e+00
    7.69231e-02    7.69231e-02    5.00000e-01    0.00000e+00
    1.15385e-01    7.69231e-02    5.00000e-01    0.00000e+00
    1.53846e-01    7.69231e-02    5.00000e-01    0.00000e+00
    1.92308e-01    7.69231e-02    5.00000e-01    0.00000e+00
    2.30769e-01    7.69231e-02    5.00000e-01    0.00000e+00
    2.69231e-01    7.69231e-02    5.00000e-01    0.00000e+00
    3.07692e-01    7.69231e-02    5.00000e-01    0.00000e+00
    3.46154e-01    7.69231e-02    5.00000e-01    0.00000e+00
    3.84615e-01    7.69231e-02    5.00000e-01    0.00000e+00
    4.23077e-01    7.69231e-02    5.00000e-01    0.00000e+00
    4.61538e-01    7.69231e-02    5.00000e-01    0.00000e+00
    5.00000e-01    7.69231e-02    5.00000e-01    0.00000e+00
    5.38462e-01    7.69231e-02    5.00000e-01    0.00000e+00
    5.76923e-01    7.69231e-02    5.00000e-01    0.00000e+00
    6.15385e-01    7.69231e-02    5.00000e-01    0.00000e+00
    6.53846e-01    7.69231e-02    5.00000e-01    0.00000e+00
    6.92308e-01    7.69231e-02    5.00000e-01    0.00000e+00
    7.30769e-01    7.69231e-02    5.00000e-01    0.00000e+00
    7.69231e-01    7.69231e-02    5.00000e-01    0.00000e+00
    8.07692e-01    7.69231e-02    5.00000e-01    0.00000e+00
    8.46154e-01    7.69231e-02    5.00000e-01    0.00000e+00
    8.84615e-01    7.69231e-02    5.00000e-01    0.00000e+00
    9.23077e-01    7.69231e-02    5.00000e-01    0.00000e+00
    9.61538e-01    7.69231e-02    5.00000e-01    0.00000e+00
    1.00000e+00    7.69231e-02    5.00000e-01    0.00000e+00
    0.00000e+00    1.15385e-01    5.00000e-01    0.00000e+00
    3.84615e-02    1.15385e-01    5.00000e-01    0.00000e+00
    7.69231e-02    1.15385e-01    5.00000e-01    0.00000e+00
    1.15385e-01    1.15385e-01    5.00000e-01    0.00000e+00
    1.53846e-01    1.15385e-01    5.00000e-01    0.00000e+00
    1.92308e-01    1.15385e-01    5.00000e-01    0.00000e+00
    2.30769e-01    1.15385e-01    5.00000e-01    0.00000e+00
    2.69231e-01    1.15385e-01    5.00000e-01    0.00000e+00
    3.07692e-01    1.15385e-01    5.00000e-01    0.00000e+00
    3.46154e-01    1.15385e-01    5.00000e-01    0.00000e+00
    3.84615e-01    1.15385e-01    5.00000e-01    0.00000e+00
    4.23077e-01    1.15385e-01    5.00000e-01    0.00000e+00
    4.61538e-01    1.15385e-01    5.00000e-01    0.00000e+00
    5.00000e-01    1.15385e-01    5.00000e-01    0.00000e+00
    5.38462e-01    1.15385e-01    5.00000e-01    0.00000e+00
    5.76923e-01    1.15385e-01    5.00000e-01    0.00000e+00
    6.15385e-01    1.15385e-01    5.00000e-01    0.00000e+00
    6.53846e-01    1.15385e-01    5.00000e-01    0.00000e+00
    6.92308e-01    1.15385e-01    5.00000e-01    0.00000e+00
    7.30769e-01    1.15385e-01    5.00000e-01    0.00000e+00
    7.69231e-01    1.15385e-01    5.00000e-01    0.00000e+00
    8.07692e-01    1.15385e-01    5.00000e-01    0.00000e+00
    8.46154e-01    1.15385e-01    5.00000e-01    0.00000e+00
    8.84615e-01    1.15385e-01    5.00000e-01    0.00000e+00
    9.23077e-01    1.15385e-01    5.00000e-01    0.00000e+00
    9.61538e-01    1.15385e-01    5.00000e-01    0.00000e+00
    1.00000e+00    1.15385e-01    5.00000e-01    0.00000e+00
    0.00000e+00    1.53846e-01    5.00000e-01    0.00000e+00
    3.84615e-02    1.53846e-01    5.00000e-01    0.00000e+00
    7.69231e-02    1.53846e-01    5.00000e-01    0.00000e+00
    1.15385e-01    1.53846e-01    5.00000e-01    0.00000e+00
    1.53846e-01    1.53846e-01    5.00000e-01    0.00000e+00
    1.92308e-01    1.53846e-01    5.00000e-01    0.00000e+00
    2.30769e-01    1.53846e-01    5.00000e-01    0.00000e+00
    2.69231e-01    1.53846e-01    5.00000e-01    0.00000e+00
    3.07692e-01    1.53846e-01    5.00000e-01    0.00000e+00
    3.46154e-01    1.53846e-01    5.00000e-01    0.00000e+00
    3.84615e-01    1.53846e-01    5.00000e-01    0.00000e+00
    4.23077e-01    1.53846e-01    5.00000e-01    0.00000e+00
    4.61538e-01    1.53846e-01    5.00000e-01    0.00000e+00
    5.00000e-01    1.53846e-01    5.00000e-01    0.00000e+00
    5.38462e-01    1.53846e-01    5.00000e-01    0.00000e+00
    5.76923e-01    1.53846e-01    5.00000e-01    0.00000e+00
    6.15385e-01    1.53846e-01    5.00000e-01    0.00000e+00
    6.53846e-01    1.53846e-01    5.00000e-01    0.00000e+00
    6.92308e-01    1.53846e-01    5.00000e-01    0.00000e+00
    7.30769e-01    1.53846e-01    5.00000e-01    0.00000e+00
    7.69231e-01    1.53846e-01    5.00000e-01    0.00000e+00
    8.07692e-01    1.53846e-01    5.00000e-01    0.00000e+00
    8.46154e-01    1.53846e-01    5.00000e-01    0.00000e+00
    8.84615e-01    1.53846e-01    5.00000e-01    0.00000e+00
    9.23077e-01    1.53846e-01    5.00000e-01    0.00000e+00
    9.61538e-01    1.53846e-01    5.00000e-01    0.00000e+00
    1.00000e+00    1.53846e-01    5.00000e-01    0.00000e+00
    0.00000e+00    1.92308e-01    5.00000e-01    0.00000e+00
    3.84615e-02    1.92308e-01    5.00000e-01    0.00000e+00
    7.69231e-02    1.92308e-01    5.00000e-01    0.00000e+00
    1.15385e-01    1.92308e-01    5.00000e-01    0.00000e+00
    1.53846e-01    1.92308e-01    5.00000e-01    0.00000e+00
    1.92308e-01    1.92308e-01    5.00000e-01    0.00000e+00
    2.30769e-01    1.92308e-01    5.00000e-01    0.00000e+00
    2.69231e-01    1.92308e-01    5.00000e-01    0.00000e+00
    3.07692e-01    1.92308e-01    5.00000e-01    0.00000e+00
    3.46154e-01    1.92308e-01    5.00000e-01    0.00000e+00
    3.84615e-01    1.92308e-01    5.00000e-01    0.00000e+00
    4.23077e-01    1.92308e-01    5.00000e-01    0.00000e+00
    4.61538e-01    1.92308e-01    5.00000e-01    0.00000e+00
    5.00000e-01    1.92308e-01    5.00000e-01    0.00000e+00
    5.38462e-01    1.92308e-01    5.00000e-01    0.00000e+00
    5.76923e-01    1.92308e-01    5.00000e-01    0.00000e+00
    6.15385e-01    1.92308e-01    5.00000e-01    0.00000e+00
    6.53846e-01    1.92308e-01    5.00000e-01    0.00000e+00
    6.92308e-01    1.92308e-01    5.00000e-01    0.00000e+00
    7.30769e-01    1.92308e-01    5.00000e-01    0.00000e+00
    7.69231e-01    1.92308e-01    5.00000e-01    0.00000e+00
    8.07692e-01    1.92308e-01    5.00000e-01    0.00000e+00
    8.46154e-01    1.92308e-01    5.00000e-01    0.00000e+00
    8.84615e-01    1.92308e-01    5.00000e-01    0.00000e+00
    9.23077e-01    1.92308e-01    5.00000e-01    0.00000e+00
    9.61538e-01    1.92308e-01    5.00000e-01    0.00000e+00
    1.00000e+00    1.92308e-01    5.00000e-01    0.00000e+00
    0.00000e+00    2.30769e-01    5.00000e-01    0.00000e+00
    3.84615e-02    2.30769e-01    5.00000e-01    0.00000e+00
    7.69231e-02    2.30769e-01    5.00000e-01    0.00000e+00
    1.15385e-01    2.30769e-01    5.00000e-01    0.00000e+00
    1.53846e-01    2.30769e-01    5.00000e-01    0.00000e+00
    1.92308e-01    2.30769e-01    5.00000e-01    0.00000e+00
    2.30769e-01    2.30769e-01    5.00000e-01    0.00000e+00
    2.69231e-01    2.30769e-01    5.00000e-01    0.00000e+00
    3.07692e-01    2.30769e-01    5.00000e-01    0.00000e+00
    3.46154e-01    2.30769e-01    5.00000e-01    0.00000e+00
    3.84615e-01    2.30769e-01    5.00000e-01    0.00000e+00
    4.23077e-01    2.30769e-01    5.00000e-01    0.00000e+00
    4.61538e-01    2.30769e-01    5.00000e-01    0.00000e+00
    5.00000e-01    2.30769e-01    5.00000e-01    0.00000e+00
    5.38462e-01    2.30769e-01    5.00000e-01    0.00000e+00
    5.76923e-01    2.30769e-01    5.00000e-01    0.00000e+00
    6.15385e-01    2.30769e-01    5.00000e-01    0.00000e+00
    6.53846e-01    2.30769e-01    5.00000e-01    0.00000e+00
    6.92308e-01    2.30769e-01    5.00000e-01    0.00000e+00
    7.30769e-01    2.30769e-01    5.00000e-01    0.00000e+00
    7.69231e-01    2.30769e-01    5.00000e-01    0.00000e+00
    8.07692e-01    2.30769e-01    5.00000e-01    0.00000e+00
    8.46154e-01    2.30769e-01    5.00000e-01    0.00000e+00
    8.84615e-01    2.30769e-01    5.00000e-01    0.00000e+00
    9.23077e-01    2.30769e-01    5.00000e-01    0.00000e+00
    9.61538e-01    2.30769e-01    5.00000e-01    0.00000e+00
    1.00000e+00    2.30769e-01    5.00000e-01    0.00000e+00
    0.00000e+00    2.69231e-01    5.00000e-01    0.00000e+00
    3.84615e-02    2.69231e-01    5.00000e-01    0.00000e+00
    7.69231e-02    2.69231e-01    5.00000e-01    0.00000e+00
    1.15385e-01    2.69231e-01    5.00000e-01    0.00000e+00
    1.53846e-01    2.69231e-01    5.00000e-01    0.00000e+00
    1.92308e-01    2.69231e-01    5.00000e-01    0.00000e+00
    2.30769e-01    2.69231e-01    5.00000e-01    0.00000e+00
    2.69231e-01    2.69231e-01    5.00000e-01    0.00000e+00
    3.07692e-01    2.69231e-01    5.00000e-01    0.00000e+00
    3.46154e-01    2.69231e-01    5.00000e-01    0.00000e+00
    3.84615e-01    2.69231e-01    5.00000e-01    0.00000e+00
    4.23077e-01    2.69231e-01    5.00000e-01    0.00000e+00
    4.61538e-01    2.69231e-01    5.00000e-01    0.00000e+00
    5.00000e-01    2.69231e-01    5.00000e-01    0.00000e+00
    5.38462e-01    2.69231e-01    5.00000e-01    0.00000e+00
    5.76923e-01    2.69231e-01    5.00000e-01    0.00000e+00
    6.15385e-01    2.69231e-01    5.00000e-01    0.00000e+00
    6.53846e-01    2.69231e-01    5.00000e-01    0.00000e+00
    6.92308e-01    2.69231e-01    5.00000e-01    0.00000e+00
    7.30769e-01    2.69231e-01    5.00000e-01    0.00000e+00
    7.69231e-01    2.69231e-01    5.00000e-01    0.00000e+00
    8.07692e-01    2.69231e-01    5.00000e-01    0.00000e+00
    8.46154e-01    2.69231e-01    5.00000e-01    0.00000e+00
    8.84615e-01    2.69231e-01    5.00000e-01    0.00000e+00
    9.23077e-01    2.69231e-01    5.00000e-01    0.00000e+00
    9.61538e-01    2.69231e-01    5.00000e-01    0.00000e+00
    1.00000e+00    2.69231e-01    5.00000e-01    0.00000e+00
    0.00000e+00    3.07692e-01    5.00000e-01    0.00000e+00
    3.84615e-02    3.07692e-01    5.00000e-01    0.00000e+00
    7.69231e-02    3.07692e-01    5.00000e-01    0.00000e+00
    1.15385e-01    3.07692e-01    5.00000e-01    0.00000e+00
    1.53846e-01    3.07692e-01    5.00000e-01    0.00000e+00
    1.92308e-01    3.07692e-01    5.00000e-01    0.00000e+00
    2.30769e-01    3.07692e-01    5.00000e-01    0.00000e+00
    2.69231e-01    3.07692e-01    5.00000e-01    0.00000e+00
    3.07692e-01    3.07692e-01    5.00000e-01    0.00000e+00
    3.46154e-01    3.07692e-01    5.00000e-01    0.00000e+00
    3.84615e-01    3.07692e-01    5.00000e-01    0.00000e+00
    4.23077e-01    3.07692e-01    5.00000e-01    0.00000e+00
    4.61538e-01    3.07692e-01    5.00000e-01    0.00000e+00
    5.00000e-01    3.07692e-01    5.00000e-01    0.00000e+00
    5.38462e-01    3.07692e-01    5.00000e-01    0.00000e+00
    5.76923e-01    3.07692e-01    5.00000e-01    0.00000e+00
    6.15385e-01    3.07692e-01    5.00000e-01    0.00000e+00
    6.53846e-01    3.07692e-01    5.00000e-01    0.00000e+00
    6.92308e-01    3.07692e-01    5.00000e-01    0.00000e+00
    7.30769e-01    3.07692e-01    5.00000e-01    0.00000e+00
    7.69231e-01    3.07692e-01    5.00000e-01    0.00000e+00
    8.07692e-01    3.07692e-01    5.00000e-01    0.00000e+00
    8.46154e-01    3.07692e-01    5.00000e-01    0.00000e+00
    8.84615e-01    3.07692e-01    5.00000e-01    0.00000e+00
    9.23077e-01    3.07692e-01    5.00000e-01    0.00000e+00
    9.61538e-01    3.07692e-01    5.00000e-01    0.00000e+00
    1.00000e+00    3.07692e-01    5.00000e-01    0.00000e+00
    0.00000e+00    3.46154e-01    5.00000e-01    0.00000e+00
    3.84615e-02    3.46154e-01    5.00000e-01    0.00000e+00
    7.69231e-02    3.46154e-01    5.00000e-01    0.00000e+00
    1.15385e-01    3.46154e-01    5.00000e-01    0.00000e+00
    1.53846e-01    3.46154e-01    5.00000e-01    0.00000e+00
    1.92308e-01    3.46154e-01    5.00000e-01    0.00000e+00
    2.30769e-01    3.46154e-01    5.00000e-01    0.00000e+00
    2.69231e-01    3.46154e-01    5.00000e-01    0.00000e+00
    3.07692e-01    3.46154e-01    5.00000e-01    0.00000e+00
    3.46154e-01    3.46154e-01    5.00000e-01    0.00000e+00
    3.84615e-01    3.46154e-01    5.00000e-01    0.00000e+00
    4.23077e-01    3.46154e-01    5.00000e-01    0.00000e+00
    4.61538e-01    3.46154e-01    5.00000e-01    0.00000e+00
    5.00000e-01    3.46154e-01    5.00000e-01    0.00000e+00
    5.38462e-01    3.46154e-01    5.00000e-01    0.00000e+00
    5.76923e-01    3.46154e-01    5.00000e-01    0.00000e+00
    6.15385e-01    3.46154e-01    5.00000e-01    0.00000e+00
    6.53846e-01    3.46154e-01    5.00000e-01    0.00000e+00
    6.92308e-01    3.46154e-01    5.00000e-01    0.00000e+00
    7.30769e-01    3.46154e-01    5.00000e-01    0.00000e+00
    7.69231e-01    3.46154e-01    5.00000e-01    0.00000e+00
    8.07692e-01    3.46154e-01    5.00000e-01    0.00000e+00
    8.46154e-01    3.46154e-01    5.00000e-01    0.00000e+00
    8.84615e-01    3.46154e-01    5.00000e-01    0.00000e+00
    9.23077e-01    3.46154e-01    5.00000e-01    0.00000e+00
    9.61538e-01    3.46154e-01    5.00000e-01    0.00000e+00
    1.00000e+00    3.46154e-01    5.00000e-01    0.00000e+00
    0.00000e+00    3.84615e-01    5.00000e-01    0.00000e+00
    3.84615e-02    3.84615e-01    5.00000e-01    0.00000e+00
    7.69231e-02    3.84615e-01    5.00000e-01    0.00000e+00
    1.15385e-01    3.84615e-01    5.00000e-01    0.00000e+00
    1.53846e-01    3.84615e-01    5.00000e-01    0.00000e+00
    1.92308e-01    3.84615e-01    5.00000e-01    0.00000e+00
    2.30769e-01    3.84615e-01    5.00000e-01    0.00000e+00
    2.69231e-01    3.84615e-01    5.00000e-01    0.00000e+00
    3.07692e-01    3.84615e-01    5.00000e-01    0.00000e+00
    3.46154e-01    3.84615e-01    5.00000e-01    0.00000e+00
    3.84615e-01    3.84615e-01    5.00000e-01    0.00000e+00
    4.23077e-01    3.84615e-01    5.00000e-01    0.00000e+00
    4.61538e-01    3.84615e-01    5.00000e-01    0.00000e+00
    5.00000e-01    3.84615e-01    5.00000e-01    0.00000e+00
    5.38462e-01    3.84615e-01    5.00000e-01    0.00000e+00
    5.76923e-01    3.84615e-01    5.00000e-01    0.00000e+00
    6.15385e-01    3.84615e-01    5.00000e-01    0.00000e+00
    6.53846e-01    3.84615e-01    5.00000e-01    0.00000e+00
    6.92308e-01    3.84615e-01    5.00000e-01    0.00000e+00
    7.30769e-01    3.84615e-01    5.00000e-01    0.00000e+00
    7.69231e-01    3.84615e-01    5.00000e-01    0.00000e+00
    8.07692e-01    3.84615e-01    5.00000e-01    0.00000e+00
    8.46154e-01    3.84615e-01    5.00000e-01    0.00000e+00
    8.84615e-01    3.84615e-01    5.00000e-01    0.00000e+00
    9.23077e-01    3.84615e-01    5.00000e-01    0.00000e+00
    9.61538e-01    3.84615e-01    5.00000e-01    0.00000e+00
    1.00000e+00    3.84615e-01    5.00000e-01    0.00000e+00
    0.00000e+00    4.23077e-01    5.00000e-01    0.00000e+00
    3.84615e-02    4.23077e-01    5.00000e-01    0.00000e+00
    7.69231e-02    4.23077e-01    5.00000e-01    0.00000e+00
    1.15385e-01    4.23077e-01    5.00000e-01    0.00000e+00
    1.53846e-01    4.23077e-01    5.00000e-01    0.00000e+00
    1.92308e-01    4.23077e-01    5.00000e-01    0.00000e+00
    2.30769e-01    4.23077e-01    5.00000e-01    0.00000e+00
    2.69231e-01    4.23077e-01    5.00000e-01    0.00000e+00
    3.07692e-01    4.23077e-01    5.00000e-01    0.00000e+00
    3.46154e-01    4.23077e-01    5.00000e-01    0.00000e+00
    3.84615e-01    4.23077e-01    5.00000e-01    0.00000e+00
    4.23077e-01    4.23077e-01    5.00000e-01    0.00000e+00
    4.61538e-01    4.23077e-01    5.00000e-01    0.00000e+00
    5.00000e-01    4.23077e-01    5.00000e-01    0.00000e+00
    5.38462e-01    4.23077e-01    5.00000e-01    0.00000e+00
    5.76923e-01    4.23077e-01    5.00000e-01    0.00000e+00
    6.15385e-01    4.23077e-01    5.00000e-01    0.00000e+00
    6.53846e-01    4.23077e-01    5.00000e-01    0.00000e+00
    6.92308e-01    4.23077e-01    5.00000e-01    0.00000e+00
    7.30769e-01    4.23077e-01    5.00000e-01    0.00000e+00
    7.69231e-01    4.23077e-01    5.00000e-01    0.00000e+00
    8.07692e-01    4.23077e-01    5.00000e-01    0.00000e+00
    8.46154e-01    4.23077e-01    5.00000e-01    0.00000e+00
    8.84615e-01    4.23077e-01    5.00000e-01    0.00000e+00
    9.23077e-01    4.23077e-01    5.00000e-01    0.00000e+00
    9.61538e-01    4.23077e-01    5.00000e-01    0.00000e+00
    1.00000e+00    4.23077e-01    5.00000e-01    0.00000e+00
    0.00000e+00    4.61538e-01    5.00000e-01    0.00000e+00
    3.84615e-02    4.61538e-01    5.00000e-01    0.00000e+00
    7.69231e-02    4.61538e-01    5.00000e-01    0.00000e+00
    1.15385e-01    4.61538e-01    5.00000e-01    0.00000e+00
    1.53846e-01    4.61538e-01    5.00000e-01    0.00000e+00
    1.92308e-01    4.61538e-01    5.00000e-01    0.00000e+00
    2.30769e-01    4.61538e-01    5.00000e-01    0.00000e+00
    2.69231e-01    4.61538e-01    5.00000e-01    0.00000e+00
    3.07692e-01    4.61538e-01    5.00000e-01    0.00000e+00
    3.46154e-01    4.61538e-01    5.00000e-01    0.00000e+00
    3.84615e-01    4.61538e-01    5.00000e-01    0.00000e+00
    4.23077e-01    4.61538e-01    5.00000e-01    0.00000e+00
    4.61538e-01    4.61538e-01    5.00000e-01    0.00000e+00
    5.00000e-01    4.61538e-01    5.00000e-01    0.00000e+00
    5.38462e-01    4.61538e-01    5.00000e-01    0.00000e+00
    5.76923e-01    4.61538e-01    5.00000e-01    0.00000e+00
    6.15385e-01    4.61538e-01    5.00000e-01    0.00000e+00
    6.53846e-01    4.61538e-01    5.00000e-01    0.00000e+00
    6.92308e-01    4.61538e-01    5.00000e-01    0.00000e+00
    7.30769e-01    4.61538e-01    5.00000e-01    0.00000e+00
    7.69231e-01    4.61538e-01    5.00000e-01    0.00000e+00
    8.07692e-01    4.61538e-01    5.00000e-01    0.00000e+00
    8.46154e-01    4.61538e-01    5.00000e-01    0.00000e+00
    8.84615e-01    4.61538e-01    5.00000e-01    0.00000e+00
    9.23077e-01    4.61538e-01    5.00000e-01    0.00000e+00
    9.61538e-01    4.61538e-01    5.00000e-01    0.00000e+00
    1.00000e+00    4.61538e-01    5.00000e-01    0.00000e+00
    0.00000e+00    5.00000e-01    5.00000e-01    0.00000e+00
    3.84615e-02    5.00000e-01    5.00000e-01    0.00000e+00
    7.69231e-02    5.00000e-01    5.00000e-01    0.00000e+00
    1.15385e-01    5.00000e-01    5.00000e-01    0.00000e+00
    1.53846e-01    5.00000e-01    5.00000e-01    0.00000e+00
    1.92308e-01    5.00000e-01    5.00000e-01    0.00000e+00
    2.30769e-01    5.00000e-01    5.00000e-01    0.00000e+00
    2.69231e-01    5.00000e-01    5.00000e-01    0.00000e+00
    3.07692e-01    5.00000e-01    5.00000e-01    0.00000e+00
    3.46154e-01    5.00000e-01    5.00000e-01    0.00000e+00
    3.84615e-01    5.00000e-01    5.00000e-01    0.00000e+00
    4.23077e-01    5.00000e-01    5.00000e-01    0.00000e+00
    4.61538e-01    5.00000e-01    5.00000e-01    0.00000e+00
    5.00000e-01    5.00000e-01    5.00000e-01    0.00000e+00
    5.38462e-01    5.00000e-01    5.00000e-01    0.00000e+00
    5.76923e-01    5.00000e-01    5.00000e-01    0.00000e+00
    6.15385e-01    5.00000e-01    5.00000e-01    0.00000e+00
    6.53846e-01    5.00000e-01    5.00000e-01    0.00000e+00
    6.92308e-01    5.00000e-01    5.00000e-01    0.00000e+00
    7.30769e-01    5.00000e-01    5.00000e-01    0.00000e+00
    7.69231e-01    5.00000e-01    5.00000e-01    0.00000e+00
    8.07692e-01    5.00000e-01    5.00000e-01    0.00000e+00
    8.46154e-01    5.00000e-01    5.00000e-01    0.00000e+00
    8.84615e-01    5.00000e-01    5.00000e-01    0.00000e+00
    9.23077e-01    5.00000e-01    5.00000e-01    0.00000e+00
    9.61538e-01    5.00000e-01    5.00000e-01    0.00000e+00
    1.00000e+00    5.00000e-01    5.00000e-01    0.00000e+00
    0.00000e+00    5.38462e-01    5.00000e-01    0.00000e+00
    3.84615e-02    5.38462e-01    5.00000e-01    0.00000e+00
    7.69231e-02    5.38462e-01    5.00000e-01    0.00000e+00
    1.15385e-01    5.38462e-01    5.00000e-01    0.00000e+00
    1.53846e-01    5.38462e-01    5.00000e-01    0.00000e+00
    1.92308e-01    5.38462e-01    5.00000e-01    0.00000e+00
    2.30769e-01    5.38462e-01    5.00000e-01    0.00000e+00
    2.69231e-01    5.38462e-01    5.00000e-01    0.00000e+00
    3.07692e-01    5.38462e-01    5.00000e-01    0.00000e+00
    3.46154e-01    5.38462e-01    5.00000e-01    0.00000e+00
    3.84615e-01    5.38462e-01    5.00000e-01    0.00000e+00
    4.23077e-01    5.38462e-01    5.00000e-01    0.00000e+00
    4.61538e-01    5.38462e-01    5.00000e-01    0.00000e+00
    5.00000e-01    5.38462e-01    5.00000e-01    0.00000e+00
    5.38462e-01    5.38462e-01    5.00000e-01    0.00000e+00
    5.76923e-01    5.38462e-01    5.00000e-01    0.00000e+00
    6.15385e-01    5.38462e-01    5.00000e-01    0.00000e+00
    6.53846e-01    5.38462e-01    5.00000e-01    0.00000e+00
    6.92308e-01    5.38462e-01    5.00000e-01    0.00000e+00
    7.30769e-01    5.38462e-01    5.00000e-01    0.00000e+00
